NAME	DESCRIPTION	A54933	A54934	A54935	A54936	A54937	A54938
GNPNAT1	na	5.0075	5.8136	5.4085	5.9249	4.6023	5.8162
PTGER2	na	3.5304	3.1606	3.3394	7.073	8.0294	7.2855
TSPAN14	na	53.4007	47.2423	53.5096	54.3164	55.9998	50.2812
ZNF503	na	0.5424	0.6682	0.3961	1.0175	0.5964	0.9697
ADK	na	27.7484	27.83	28.9256	29.2034	29.3989	33.4845
FUT11	na	5.4348	5.4563	4.9758	4.4672	4.693	4.7396
SEC24C	na	42.2632	47.2874	44.4826	41.6902	44.1181	40.8342
FAM149B1	na	8.7201	8.9845	8.0625	6.9217	7.1642	7.2511
IFT88	na	1.4658	1.3037	1.435	1.3455	1.4488	1.3252
ZMYM5	na	4.0439	4.4888	4.8994	4.5366	4.493	4.2724
CTSG	na	1450.3435	1493.9742	1260.0367	725.5534	627.0145	673.5225
CBLN3	na	0.7621	0.615	0.8084	0.8331	1.3923	1.0184
LTB4R2	na	0.649	0.8826	0.6292	0.4738	0.3388	0.4168
RABGGTA	na	22.149	22.6338	22.3706	21.2851	19.3841	20.1638
PCK2	na	95.0818	85.7471	85.1352	76.5985	60.0073	65.237
FAM208A	na	2.1999	2.3202	2.5264	2.3108	2.3134	2.3058
AP1G2	na	21.0815	22.198	21.3528	20.2732	18.3006	18.4224
ZFHX2	na	1.4375	1.088	1.4112	1.4813	1.6458	1.5615
APPL1	na	3.8147	3.7411	4.3599	4.5722	4.9729	4.247
DENND6A	na	3.5688	3.2102	3.7622	5.1077	5.5983	5.4753
C14orf119	na	48.1237	41.4336	43.4391	38.3855	33.2077	36.4205
ABHD4	na	53.0614	42.1293	52.7945	48.1525	59.9075	48.2122
GHITM	na	78.4198	73.2863	79.3906	80.1628	77.9285	77.8736
WAPL	na	10.9755	11.2786	11.939	12.5454	13.2518	12.6742
SHLD2	na	2.3709	2.3391	2.3109	2.2188	2.7516	2.3413
TMTC4	na	0.6485	0.7169	0.6388	2.0764	2.0996	2.4808
GGACT	na	2.3562	2.5582	2.9341	2.6148	2.6068	2.2487
PCCA	na	8.3513	7.9529	7.9356	7.2954	7.5848	7.0635
TMEM273	na	14.5544	16.054	15.7953	18.7729	18.9321	20.9245
UBAC2	na	33.8176	33.5586	33.0169	38.8223	37.1653	39.285
UGGT2	na	0.1206	0.1257	0.1318	0.0832	0.1441	0.0977
DZIP1	na	0.0755	0.1189	0.1717	0.0993	0.1354	0.1339
STAB1	na	9.914	9.7353	8.1998	28.12	27.1689	29.428
PBRM1	na	8.2934	7.6458	8.3735	8.5237	8.401	7.7978
GNL3	na	59.6678	76.8471	67.3683	67.2752	49.1794	56.087
MUSTN1	na	0.3062	0.3941	0.3232	0.2769	0.2762	0.2547
SELENOK	na	50.7866	57.486	54.4422	52.8088	52.0187	57.0522
GNG2	na	12.3418	11.7525	11.8157	17.4675	20.4074	19.5623
ARL11	na	95.8169	86.9015	87.706	64.8821	54.9874	55.2671
PDE12	na	5.0636	5.0188	5.2934	5.3506	5.074	5.1319
KBTBD7	na	1.5969	1.5851	1.7762	1.7529	1.9614	1.9018
DOCK5	na	7.4724	8.2558	7.7957	6.2269	6.2894	6.2754
SHISA2	na	0.3634	0.3846	0.3886	0.29	0.3571	0.1861
PHF11	na	0.1612	0.1564	0.1831	1.2388	2.6034	2.3837
SAYSD1	na	4.2342	4.4587	4.0646	4.104	3.6416	3.7056
NUDT18	na	8.8736	7.9336	9.0878	8.2451	9.3571	9.175
THTPA	na	10.743	10.1501	10.2802	9.3617	9.8049	8.4438
KCNRG	na	0.1821	0.1172	0.1282	0.241	0.1636	0.1694
CCDC66	na	3.4782	3.9648	3.6314	3.7508	4.0263	4.0066
KHNYN	na	12.4136	11.6366	13.0706	12.0468	17.9416	12.389
NPM2	na	0.1078	0.2876	0.2553	0.1302	0.2305	0.1713
SACS	na	1.2952	1.4484	1.4444	1.3062	1.2974	1.1545
DLEU7	na	0.5625	0.5962	0.4479	0.2832	0.1206	0.3113
SOCS4	na	3.8349	4.2719	4.2397	3.8047	3.8293	3.9852
CDCA2	na	9.8135	11.2001	10.8916	8.065	8.7984	8.1108
GPR137C	na	0.1002	0.1273	0.0891	0.0881	0.094	0.1174
ZNF219	na	25.1866	22.9925	24.9911	23.6248	27.2199	23.6449
SALL2	na	0.9274	0.7501	1.1455	0.8703	1.1139	0.8616
MRPS16	na	105.4545	105.8731	98.1356	96.0163	92.6239	101.0187
LGALS3	na	172.8355	210.1944	159.9862	144.5428	137.0847	176.1849
GPR18	na	2.3586	1.6751	1.7604	16.6585	18.8297	17.2755
GPR183	na	3.2263	4.5268	3.5843	2.9942	3.3747	3.5536
WDFY4	na	23.7066	23.9194	23.0664	21.3803	20.9899	20.2081
RAP2A	na	7.9362	8.0745	8.6891	7.4937	9.4029	8.2419
CEBPE	na	58.4615	48.5262	43.6913	27.1489	21.4779	25.8471
STYX	na	0.0703	0.1415	0.0765	0.1305	0.1788	0.06
NDFIP2	na	2.0711	2.0558	2.1117	2.6032	2.5397	2.5976
THOC7	na	85.7837	89.6677	88.651	82.4408	79.3666	84.9851
CHD8	na	9.2861	10.0239	10.098	9.3884	9.6266	9.0058
ERCC6	na	3.3082	4.2233	3.8481	3.4861	3.2253	3.2269
PARP4	na	4.687	4.8457	5.2558	5.7405	6.7634	6.1075
MSRA	na	30.3087	29.952	27.3069	19.277	17.9401	19.5003
CGRRF1	na	6.9875	7.3932	7.0518	6.7629	7.4421	7.1943
ZCCHC24	na	1.2098	1.0419	1.2083	2.6775	4.0189	3.1281
DACH1	na	2.2962	1.5185	2.3549	2.4621	3.4553	2.4691
SLAIN1	na	8.1271	6.1525	8.1085	6.1653	7.6373	6.4537
NCOA4	na	9.15	7.8694	8.5803	8.8986	10.2087	7.9913
RPGRIP1	na	0.3079	0.3259	0.3279	0.2782	0.2422	0.2659
HOMEZ	na	4.415	3.878	4.4877	4.0281	4.6063	3.8845
UBE2E2	na	0.6261	0.7783	0.7794	1.0592	1.0335	0.9795
SMIM4	na	65.2799	68.7137	70.2735	51.0678	48.2985	56.1645
CCSER2	na	1.613	1.6613	1.8697	2.241	2.3674	2.0375
VWA8	na	5.2918	5.7638	5.1728	6.0505	5.9285	5.7562
PTK2B	na	20.7254	20.8433	23.9429	26.0629	29.6975	27.52
CDH24	na	1.6189	1.9581	2.0551	1.4005	1.4967	1.1798
KIF13B	na	2.398	2.0634	2.1522	2.2778	3.1499	2.61
HNRNPCL4	na	83.9481	88.7185	87.6715	87.9682	89.2574	84.9915
FHIT	na	0.7382	0.8707	1.2296	1.3532	1.355	1.2798
EXOC5	na	3.0288	3.1442	3.106	3.5307	3.116	3.5646
GMFB	na	15.4028	14.838	17.5787	17.1556	16.317	17.6586
STK24	na	78.1682	73.6474	80.3227	67.8385	83.2008	73.4522
LRMDA	na	6.2604	3.5665	6.2567	7.6774	5.4765	7.2839
ARHGAP22	na	0.7858	1.125	0.8123	1.0753	0.8816	1.2784
CHCHD1	na	73.6837	78.5373	73.5898	72.181	62.5437	72.0371
NUP58	na	15.5782	16.1718	16.6663	16.1395	16.5512	15.3217
CENPJ	na	3.5246	4.2605	3.9641	3.7885	3.6066	3.8827
MIR18A	na	1.4088	1.0556	1.09	1.7574	1.1161	0.481
MIR19A	na	0.4364	0.9607	0.5302	0.3091	0.5536	0.8253
GTF2F2	na	31.6812	32.8127	32.5921	35.4318	29.8833	32.4152
LRCH1	na	4.0366	3.5424	3.7297	4.8249	5.4837	5.0432
PHF11	na	0.0743	0.1056	0.0901	0.5064	0.7688	0.8201
RNASE12	na	3.3787	3.2004	5.2493	3.081	2.8534	2.3048
PNP	na	3.5766	2.9722	2.5176	2.1646	2.0311	1.9736
MYOZ1	na	0.6102	1.0168	0.396	0.784	0.6209	1.1536
SETDB2	na	2.7278	3.1954	3.3011	3.114	3.1179	2.7635
NT5DC2	na	3.9173	4.6078	3.92	11.385	7.4176	10.6131
DYRK1A	na	6.6992	7.4278	6.9944	7.0296	7.0244	6.3076
VPS26C	na	15.6483	15.8425	14.5004	18.2339	20.5075	19.8067
SLC15A2	na	0.3892	0.5775	0.2314	0.4221	0.4967	0.2173
CD86	na	2.3834	3.6127	2.1076	4.7218	4.0914	5.1713
CSTA	na	0.6327	0.892	0.1563	0.5563	0.9844	0.9578
KPNA1	na	5.2684	5.1685	6.1339	6.6411	6.2626	6.4387
PARP9	na	6.8295	7.5119	7.1621	11.9083	14.0888	12.8829
ARL13B	na	1.8713	1.5784	1.9056	2.0447	2.181	1.8918
PROS1	na	2.978	3.0625	5.3797	3.3777	3.8051	3.4283
PSMG1	na	43.8398	46.4891	45.4519	42.6546	35.6426	37.5094
BRWD1	na	1.4521	1.4954	1.6726	1.5734	1.554	1.5263
FAM3B	na	0.5095	0.2803	0.4459	0.2783	0.4602	0.2481
PIGP	na	6.5345	6.6212	8.4847	6.6115	6.7273	7.0542
CHAF1B	na	18.0364	19.4057	17.9304	17.4148	13.7557	16.2965
DOP1B	na	3.6196	3.146	3.6134	4.7045	5.4802	5.1849
CBR3	na	3.5872	3.7064	2.9224	7.0641	6.5479	8.6679
SETD4	na	1.0275	1.2342	1.1467	1.1061	1.1827	1.0036
RCAN1	na	4.8821	5.2079	5.0248	5.5258	5.0244	6.0307
RUNX1	na	13.9462	13.4583	16.0178	15.72	16.2477	14.6264
ATP5PO	na	108.4528	118.0639	102.3713	103.8649	93.1709	105.2808
ITSN1	na	1.3364	1.2356	1.84	3.5956	4.1119	4.2307
DONSON	na	3.4378	3.9089	3.5453	3.6105	3.3	3.6074
SON	na	25.3744	28.7635	29.2171	27.1914	25.3212	26.0823
GART	na	52.1799	57.8607	49.3303	46.0129	36.0491	40.2556
TMEM50B	na	26.5686	28.7586	26.7031	28.413	28.7415	29.6476
IFNGR2	na	16.4247	17.8139	15.7378	30.1928	30.7647	32.3684
IFNAR1	na	12.7037	14.6365	13.0868	20.464	21.5114	20.4609
IL10RB	na	18.2838	18.6862	17.8103	26.4816	29.9504	27.8246
IFNAR2	na	43.4221	41.2196	41.1679	56.6295	63.2946	58.4862
CFAP298	na	18.4138	18.1215	16.4051	14.6971	12.9926	14.1336
SYNJ1	na	5.2692	5.7705	5.5554	7.6857	7.9522	8.3373
PAXBP1	na	9.5102	11.0655	10.6697	10.0566	9.3184	9.4804
MIS18A	na	11.0874	11.6669	11.654	9.5083	9.4255	9.1977
SOD1	na	705.7349	688.2986	668.0914	660.5459	643.0004	679.3959
SCAF4	na	20.0754	21.105	21.1738	19.9621	18.617	18.4404
ABCC1	na	18.5866	17.1774	19.3372	22.2484	23.3294	21.6577
NAGPA	na	29.4022	34.8833	29.2802	30.0205	25.6451	30.1648
WRB	na	3.3065	4.047	3.3445	3.9429	3.1287	3.4315
MX1	na	0.4196	0.5894	0.4298	2.2239	2.5538	2.5203
PIGX	na	18.7755	19.5145	18.8491	19.2358	19.3881	18.4525
BACH1	na	9.0676	8.8028	9.9976	12.2113	14.7241	13.0283
CCT8	na	98.582	110.1617	97.2619	98.0485	85.4359	91.7113
USP16	na	3.7491	4.3808	4.1215	4.072	3.331	3.7216
PPM1F	na	27.6513	27.2896	26.263	21.5707	20.3391	18.7887
HSPA13	na	6.109	6.395	6.4932	6.0736	7.137	6.554
RBM11	na	0.1242	0.0905	0.1765	0.0749	0.3319	0.3156
IFT57	na	21.7224	22.0277	19.3021	22.3937	21.9731	21.2513
CIP2A	na	5.9809	6.7725	6.2441	5.7946	5.0868	5.5411
PHLDB2	na	0.1318	0.0985	0.1578	0.2255	0.3379	0.1753
ABHD10	na	4.4009	4.7959	4.3404	3.9628	3.5022	4.1466
TMPRSS7	na	1.9655	2.2074	2.4049	1.6125	1.1121	1.2273
C3orf52	na	0.4682	0.6458	0.8068	0.2832	0.2634	0.2618
LPP	na	0.835	0.9294	0.6707	1.5777	1.6981	1.7469
RTP4	na	5.1528	5.102	6.1393	30.2603	34.7147	41.3391
IGF2BP2	na	0.6191	0.7524	0.7442	4.8971	4.1669	4.8715
VPS8	na	3.6989	3.8743	4.0815	4.2694	4.7463	4.5702
ALG3	na	37.5167	41.1875	34.6511	34.2128	26.0347	30.6029
POGLUT1	na	11.2432	11.2637	11.7557	12.9987	11.7279	12.2037
LRRC58	na	6.0521	6.3296	6.303	7.4755	6.7397	6.9416
POLQ	na	1.9502	2.8004	2.278	1.9416	1.54	1.6101
GOLGB1	na	6.9135	7.7078	7.6838	7.1213	7.705	6.9524
WDR5B	na	2.8233	3.8241	3.9861	3.3929	2.6063	2.4623
PARP14	na	3.7642	4.2744	4.0438	10.4475	11.3684	10.9367
SEC22A	na	2.9963	2.9659	3.0517	3.077	2.8628	3.0676
DCBLD2	na	0.152	0.2672	0.2788	0.2929	0.2582	0.2462
NFKBIZ	na	3.6004	4.0216	3.4112	19.4245	18.0919	20.8209
HACD2	na	9.3552	8.6867	9.0809	9.6272	9.2483	9.6271
IQCG	na	0.5651	0.6329	0.6576	0.7213	0.8243	0.6913
RUBCN	na	3.4721	3.169	3.8091	3.2624	3.8845	3.5868
FBXO45	na	7.8323	8.1619	8.0703	7.5077	7.2191	7.3994
CEP19	na	11.8465	10.5873	12.1344	11.8784	13.0751	12.9153
CD200R1	na	4.7582	3.8309	8.5949	2.6652	3.3123	2.6994
NEPRO	na	4.3964	4.862	4.4479	4.1819	4.0067	3.9079
GRAMD1C	na	0.8149	0.6959	1.1474	0.7548	0.9717	0.6763
ZDHHC23	na	0.0838	0.3694	0.1514	0.2932	0.5078	0.3406
ZC3H7A	na	9.3771	12.1979	11.2016	10.7229	9.7847	10.2163
SNN	na	4.8124	4.3949	5.314	8.0322	8.5167	7.3578
RMI2	na	4.9453	5.2309	4.4009	4.7845	4.3524	4.2396
SOCS1	na	9.022	10.5399	9.6155	13.9964	15.2552	18.1327
DEXI	na	14.2725	11.7434	13.0151	12.2618	13.7182	12.9105
OPA1	na	8.5425	9.0182	9.337	8.793	9.3795	8.3663
CCDC50	na	8.4751	8.7088	8.8046	11.7479	12.2661	12.221
P3H2	na	0.7538	0.6842	1.301	0.765	0.9537	0.8624
UBE2L3	na	26.602	28.6016	27.8411	27.0717	24.718	27.3885
METTL22	na	10.0229	8.6741	9.3375	9.8769	9.971	8.9576
ALG1L	na	17.1243	18.8617	16.4088	14.124	11.2802	13.9912
MORC3	na	17.79	17.8198	17.3451	18.9805	19.5153	18.7158
UBN1	na	16.4052	17.2051	17.5685	14.5851	14.0462	14.1366
UBALD1	na	20.3701	20.5308	20.3164	19.9924	17.8838	19.346
CORO7	na	35.8201	36.144	35.084	34.5899	33.1901	31.826
VASN	na	0.2403	0.228	0.2968	0.343	0.224	0.2623
MRPS6	na	10.543	11.7314	11.7453	11.5918	10.8444	11.0525
SLX4	na	4.0531	4.9863	4.1501	3.9294	3.8336	3.8674
DNAJC28	na	1.502	1.3708	1.3595	1.2864	1.8844	1.3641
ZNF597	na	1.0351	1.2319	1.2358	1.2873	1.2956	1.2748
C21orf62	na	0.1818	0.139	0.2827	0.1183	0.1577	0.1465
URB1	na	3.1662	3.4826	3.36	3.2063	2.5016	2.6312
MRAP	na	0.5941	0.6111	0.3657	0.2307	0.3177	0.4045
HMGN1	na	34.4601	43.0053	34.1761	34.2897	27.9551	31.9483
ERG	na	31.5758	27.3306	30.7524	37.1796	46.4488	35.2935
TTC3	na	2.8796	2.7083	2.9846	2.8619	3.0755	2.6876
HLCS	na	2.3118	2.2745	2.2059	2.2139	2.4242	2.1463
RWDD2B	na	6.7377	7.1521	6.8692	5.8102	5.1032	5.3606
CYYR1	na	0.145	0.0961	0.1159	0.2064	0.1936	0.1594
YEATS2	na	8.0174	9.3301	8.4101	7.9406	8.0807	7.501
PI4KA	na	7.4778	7.5336	7.7642	6.9888	6.521	6.285
YDJC	na	9.3167	10.3313	8.4212	8.1032	6.0833	7.1385
PKP2	na	0.4607	0.344	0.3268	0.6043	0.7622	0.6966
SPIDR	na	16.5911	14.5195	15.8533	15.7327	18.247	15.7303
KLHL6	na	51.2939	42.3396	59.5223	44.2165	54.2372	44.9332
SPICE1	na	2.5363	2.6156	2.4854	2.1974	3.2778	2.3492
TMEM186	na	10.9074	13.0554	12.7546	11.238	9.4887	9.4197
FILIP1L	na	3.0201	3.855	2.903	8.9799	6.8331	9.5406
C3orf70	na	0.3935	0.4489	0.5439	0.9614	1.2913	1.5423
RTN4R	na	22.5134	21.8117	24.5765	20.0747	18.6829	17.4051
C16orf45	na	0.2385	0.0781	0.1864	0.1707	0.1149	0.1062
N6AMT1	na	3.1327	3.4893	3.4669	3.0082	2.2504	2.6369
LIPH	na	0.0089	0.0525	0.0087	0.1708	0.1818	0.3284
TRMT10C	na	7.6952	7.0981	7.5366	7.6112	7.3505	7.0873
C2CD2	na	2.3133	2.457	2.5776	2.095	2.2132	2.0525
EIF4G1	na	67.8247	79.5114	71.8516	65.2938	55.1451	62.5205
COX17	na	10.887	11.0857	11.6315	10.5785	10.1134	11.5961
FAM43A	na	19.5116	17.8359	20.2221	15.7299	18.1014	16.4716
BDH1	na	5.8798	6.8473	5.6483	8.8247	7.3762	8.5626
ZBTB21	na	3.3662	3.7999	3.3935	3.7058	3.6503	3.5749
ZNF654	na	4.9485	4.2798	5.4486	5.4624	5.9133	5.7483
GPR15	na	0.9215	1.2812	0.7938	0.725	1.1155	0.8456
XXYLT1	na	13.0456	13.0474	12.9811	11.8166	12.4716	11.9477
PPP1R2	na	5.7007	5.8716	5.9701	6.3229	5.4348	5.8089
FBXO40	na	0.137	0.1491	0.1888	0.1656	0.1569	0.1314
GP5	na	63.0096	42.5051	99.8289	38.549	44.7529	35.8366
AHCY	na	11.1038	11.1821	10.6393	10.0036	8.3216	9.3651
NRIP1	na	2.536	2.2821	2.7087	2.6037	2.7906	2.533
ACAP2	na	8.0119	8.2746	8.2298	10.3069	11.8003	10.2412
DTX3L	na	5.9697	5.9134	6.223	9.8202	13.5063	11.2298
NLRC3	na	2.0093	2.3164	2.1838	2.0013	1.9193	1.7733
HIC2	na	1.2443	1.3194	1.3527	1.006	1.0948	1.0528
NSUN3	na	4.2291	3.5285	4.1825	4.3047	4.1364	4.2031
GP1BB	na	45.1685	32.7734	74.4793	18.5434	19.4698	16.5984
FAM131A	na	1.5121	1.0691	2.1146	0.985	1.2803	0.9861
CAMK2N2	na	0.7506	0.864	0.4784	0.4269	0.3643	0.5531
CBR1	na	22.9406	20.7135	21.3843	20.1446	20.1601	21.7004
SMIM11A	na	17.5883	17.5592	17.7126	14.6908	14.9342	14.1764
BTLA	na	0.454	0.8325	0.6488	0.4361	0.256	0.4646
LTN1	na	7.1487	7.9924	7.8779	7.618	7.3965	7.1195
NRROS	na	80.9739	85.7344	80.0074	92.2548	86.1186	85.7969
ATP6V1A	na	18.4231	18.8548	19.5469	24.231	24.9993	24.8428
SENP7	na	3.4863	2.7808	3.5378	3.4145	4.5297	3.456
JAM2	na	0.2694	0.2417	0.3305	0.2784	0.3512	0.3345
UBXN7	na	3.3732	3.254	3.7416	3.5318	4.118	3.6455
CGGBP1	na	23.4223	23.2745	25.1487	24.4402	26.2169	25.8337
CSTA	na	2.344	1.5312	0.6391	2.5034	1.833	4.905
ZNF174	na	0.5148	0.3993	0.6359	0.4048	0.6797	0.4412
CD47	na	97.4635	95.2794	101.4687	108.7205	106.2181	104.8878
TMEM191B	na	3.6732	3.4308	4.1724	3.072	2.8769	2.8789
CRYZL1	na	11.5406	10.3122	10.8424	11.1386	10.7837	10.5706
VPREB1	na	0.8056	0.5195	0.503	0.2461	0.3498	0.4562
CSTA	na	1.0146	0.9936	0.2795	0.91	1.1472	1.3753
C3orf38	na	4.7802	5.1554	5.2885	5.1886	5.1362	5.5029
ZDHHC8	na	9.5672	9.0199	8.6144	6.9681	7.1387	6.8981
MARF1	na	7.7552	9.0764	9.1589	8.9266	10.3473	8.9829
KALRN	na	1.1846	0.8101	1.7147	0.7795	0.9408	0.8293
CD200R1	na	17.868	14.4762	23.0752	12.3306	13.8042	13.1612
GSPT1	na	32.6655	32.3326	33.1666	36.0526	33.9182	32.2143
KLHL24	na	8.96	7.7511	9.8281	9.837	14.3808	10.709
MAPK1	na	26.4009	25.8629	28.1536	28.4693	30.723	26.7609
NMRAL1	na	18.6755	17.3259	15.7779	14.8277	11.8892	13.8008
DZIP3	na	2.2329	2.1231	2.4991	2.3674	2.9444	2.5535
SNORA63	na	6.7608	13.2071	10.6152	7.7864	6.3067	9.0353
SNORA63B	na	4.961	5.2941	5.4602	5.0298	3.2607	6.0579
SNORA4	na	3.7905	5.1393	4.4477	3.8426	3.1515	5.0039
MIR155	na	0	0.2129	0.2111	0.3446	0	0.3855
IFITM1	na	0.6126	0.7275	0.9019	0.4323	0.5034	0.4684
CPPED1	na	8.0317	7.2743	8.5931	8.1583	8.1135	7.7664
USF3	na	2.8234	2.7396	2.748	2.8505	3.37	2.7069
CLEC16A	na	3.1758	3.1366	3.388	3.5654	3.7311	3.3832
PCNP	na	6.7713	6.7887	7.3753	7.3115	6.7468	7.2756
TIGIT	na	0.1396	0.0647	0.257	0.1328	0.291	0.1971
CSTA	na	3.4408	4.3945	1.5875	2.0682	2.2117	4.0056
CSTA	na	4.9499	7.5911	3.3452	5.3315	4.0765	8.392
C22orf39	na	18.3405	16.5568	19.0549	15.0436	14.8561	15.2241
CEBPD	na	56.9866	58.2915	48.9785	87.7375	74.8329	89.5599
SNX29	na	1.0263	0.9302	1.2689	1.2708	1.5941	1.1617
SEPT5	na	6.6568	5.1923	6.1507	2.6398	2.7517	2.9643
NXPE3	na	6.2023	4.796	6.4507	5.9157	9.1108	5.8993
CD80	na	0.3339	0.4933	0.3836	1.844	1.5459	1.8488
CCDC58	na	21.9107	23.9371	23.5512	24.2474	25.3593	23.667
HEG1	na	5.9678	5.4306	6.169	6.2365	7.4407	6.2716
BEX4	na	26.8016	32.8811	26.2645	19.4948	15.9024	17.0304
TXNRD2	na	10.5436	11.1253	10.7924	10.0613	10.2194	10.0402
SNORD66	na	0.5085	1.3246	1.5671	0.7171	0.2909	1.0261
CSTA	na	1.2142	1.9887	0.6608	2.6009	2.6079	4.9766
TM4SF19-TCTEX1D2	na	0.1369	0.0866	0.0263	0.1194	0.1027	0.1112
PPHLN1	na	4.3924	4.2303	4.1455	3.6685	3.1258	3.207
SNORA77	na	5.0776	6.9062	7.4163	7.1181	4.2838	4.8953
SNORA79	na	0.0828	0.1073	0	0.221	0	0.1034
MIR1306	na	19.47	18.1515	17.6015	19.9848	12.3693	13.6912
RNU6-695P	na	0	0.1904	0	0.3888	0.1485	0.1048
PLCXD2	na	0.6681	0.8051	0.7316	0.8706	0.8749	0.7375
SNORD2	na	8.7755	12.1597	11.7292	10.4615	8.3061	9.26
SLC5A3	na	0.5867	0.5789	0.6131	0.553	0.6475	0.5804
CD200R1	na	0.1152	0.057	0.1039	0.0168	0.11	0.0436
SEC14L5	na	0.4871	0.2626	0.5933	0.0676	0.1529	0.1053
DGCR2	na	11.3017	10.4905	12.1615	11.0061	12.2576	11.3748
MIR3618	na	2.9421	2.823	1.9705	3.0474	4.1431	4.1861
CLUAP1	na	20.3989	19.8771	19.8708	23.2833	27.9257	22.8006
IL10RB	na	62.0062	57.9282	57.7934	87.4273	100.69	87.9073
COX17	na	111.5318	111.109	116.5691	108.6798	105.4163	119.7572
CSTA	na	1.2121	2.5846	1.3893	2.4377	1.9003	4.173
RNU6-6P	na	0.157	0.1165	0.1545	0	0	0.2378
FER	na	3.295	3.1841	4.0957	4.1471	3.7778	4.2044
DYNLT1	na	0.2353	0.1761	0.2787	0.2891	0.1577	0.1479
HAAO	na	31.7436	23.2663	26.4822	22.6248	29.5495	21.7789
KAT2B	na	4.2413	4.767	4.931	5.484	6.4914	5.9469
SEMA6B	na	14.2771	18.2125	13.8963	12.6104	16.8833	16.2161
UHRF1	na	35.9284	40.4242	36.2792	33.5085	26.0092	29.1881
DPP9	na	27.6598	33.1131	27.1201	24.6506	19.7982	23.4158
GTF2H4	na	14.8804	14.706	13.9194	12.8197	11.7301	12.2189
TUBB	na	560.5512	551.9735	512.7155	555.0436	561.3952	560.7949
ERGIC1	na	25.5036	23.6084	24.7116	24.0597	22.6589	22.698
LTBP1	na	2.8602	2.1544	5.3448	1.5357	1.6447	1.3213
FAM98A	na	16.6637	19.0228	17.3079	18.7125	15.7929	16.7257
HSF2BP	na	0.0452	0.0921	0.0609	0.1239	0.2912	0.122
TEAD3	na	0.3284	0.2764	0.3494	0.3629	0.5395	0.4065
PPARD	na	11.0143	11.3611	10.8144	12.0647	14.2024	12.9555
DEF6	na	93.8827	90.653	86.7339	82.9029	81.0983	80.5278
METRN	na	60.9946	62.3595	55.6509	44.2584	37.3258	41.98
LMF1	na	4.5105	4.4075	4.1762	3.7838	3.9176	4.0755
CIAO3	na	10.9506	12.2359	10.4537	10.5203	9.3084	10.2064
ANGPTL4	na	11.0064	10.2377	10.3642	7.3208	5.2378	6.1525
DAXX	na	21.9571	20.947	20.9305	25.5499	27.5426	25.8725
CD320	na	14.9161	15.2392	13.8819	12.5106	10.7805	12.5809
SNX9	na	16.9006	16.8949	17.1461	16.6005	17.7621	15.014
RANBP3	na	44.0858	46.7355	44.773	41.3813	35.1523	37.3685
NDUFA11	na	26.7884	27.7137	24.4817	23.5685	20.3226	24.813
TSC2	na	14.2446	14.5287	14.0232	13.904	13.8655	13.2258
RPL3L	na	0.6361	0.6701	0.4817	0.3105	0.3483	0.254
SLC9A3R2	na	2.5125	2.0496	2.0088	1.7796	2.3962	2.0491
AKAP8L	na	28.5926	29.8523	31.3038	23.9135	25.5842	23.6356
GTF2F1	na	84.5671	91.9119	78.5422	76.4922	66.428	71.4972
CLPP	na	78.2269	80.6297	71.5855	62.4467	50.2968	58.8875
ALKBH7	na	17.1171	17.7848	16.9226	16.5404	13.7468	16.0105
DENND1C	na	16.4986	18.7769	17.1274	18.698	17.9835	18.7154
PEX6	na	18.3777	17.7803	18.2806	15.0439	16.246	15.5389
MRPL2	na	76.303	79.8523	68.8507	68.923	57.424	67.4532
MEA1	na	55.1633	61.0571	55.1257	52.3234	47.6072	55.7355
GNMT	na	0.2799	0.437	0.4985	0.3041	0.4191	0.3119
HDGFL2	na	51.462	54.3523	48.674	42.9219	38.4474	40.6207
CHAF1A	na	45.8578	52.7402	44.7822	39.5107	30.7074	36.7165
MPND	na	41.411	36.9948	34.4327	39.397	39.0265	40.3203
SH3GL1	na	59.9064	62.3525	61.1048	61.9793	59.0346	60.2938
EBI3	na	60.8886	47.8658	53.0212	170.1871	182.3336	183.2405
YJU2	na	22.9468	22.661	22.0427	20.4993	19.0975	18.9397
IER3	na	83.2725	86.9286	84.2432	125.1637	157.7382	147.7332
KLC4	na	15.186	15.492	15.1221	16.502	19.4438	17.7627
ADGRE1	na	17.2006	19.2033	17.3778	144.0023	156.2875	162.0243
MAPK13	na	5.7017	6.8246	4.5532	4.9263	4.6153	4.6541
SRPK1	na	18.5355	22.6474	19.8093	17.0736	16.2386	16.1231
TMEM242	na	62.0002	60.0088	60.5878	55.4179	55.2771	61.4507
MSH6	na	25.9262	27.2772	25.8397	24.9394	27.934	23.986
FBXO11	na	8.569	8.0163	9.9855	11.6437	13.0174	11.7797
GPR108	na	50.8654	49.2505	49.7385	50.6508	53.4067	53.0962
TNFSF14	na	27.5903	29.8343	32.5926	22.5359	24.8238	27.6456
KCTD20	na	36.9523	37.5469	36.1216	31.3733	29.7584	29.2875
PKNOX1	na	6.3511	6.0443	6.4352	6.1081	5.6279	5.4247
VARS	na	90.0572	91.923	88.8241	84.0454	80.2117	80.3901
VWA7	na	0.5221	0.5058	0.7568	0.6587	0.6089	0.6265
SLC44A4	na	1.4306	1.3642	1.1651	0.8322	0.477	0.6545
